local_law_id,name,address,type_of_law_enforcement,city_id
1021994,GILES COUNTY SHERIFFS OFFICE,503 WENONAH AVENUE,SHERIFF'S OFFICE,1840006433
1021690,ALEXANDRIA CITY SHERIFFS OFFICE / ALEXANDRIA CITY DETENTION CENTER,2003 MILL ROAD,SHERIFF'S OFFICE,1840003837
1010982,ORRICK POLICE DEPARTMENT,100 RIFFE STREET,LOCAL POLICE DEPARTMENT,1840009599
1010811,JENNINGS POLICE DEPARTMENT,5445 JENNINGS STATION ROAD,LOCAL POLICE DEPARTMENT,1840008596
1021876,ROCKINGHAM COUNTY SHERIFFS OFFICE / ROCKINGHAM COUNTY JAIL,25 SOUTH LIBERTY STREET,SHERIFF'S OFFICE,1840003844
1021781,MONTGOMERY COUNTY SHERIFFS OFFICE / MONTGOMERY COUNTY JAIL,1 E. MAIN STREET,SHERIFF'S OFFICE,1840006447
1018993,FLANDREAU POLICE DEPARTMENT,200 NORTH CRESCENT STREET,LOCAL POLICE DEPARTMENT,1840002534
1016218,WATERVILLE TOWNSHIP POLICE DEPARTMENT,8245 FARNSWORTH ROAD,LOCAL POLICE DEPARTMENT,1840011479
1010490,ZUMBROTA POLICE DEPARTMENT,50 WEST 2ND STREET,LOCAL POLICE DEPARTMENT,1840000306
1010128,GRANT COUNTY SHERIFFS OFFICE,"10 2ND STREET NORTHEAST, GRANT COUNTY COURTHOUSE",SHERIFF'S OFFICE,1840007766
1023150,WATERFORD VILLAGE POLICE DEPARTMENT,122 NORTH SECOND STREET,LOCAL POLICE DEPARTMENT,1840002488
1022925,MILLTOWN POLICE DEPARTMENT,301 SECOND AVENUE SOUTH WEST,LOCAL POLICE DEPARTMENT,1840002056
1022277,CLARKSTON POLICE DEPARTMENT,830 FIFTH STREET,LOCAL POLICE DEPARTMENT,1840018499
1016785,WESTVILLE POLICE DEPARTMENT,221 SOUTH WILLIAMS STREET,LOCAL POLICE DEPARTMENT,1840022706
1015344,SAINT CLAIR TOWNSHIP POLICE DEPARTMENT,"15442 PUGH ROAD, SUITE 1",LOCAL POLICE DEPARTMENT,1840005224
1021722,BLAND COUNTY SHERIFFS OFFICE,"612 MAIN STREET, SUITE 203",SHERIFF'S OFFICE,1840026871
1015324,BROOKLYN HEIGHTS POLICE DEPARTMENT,345 TUXEDO AVENUE,LOCAL POLICE DEPARTMENT,1840000593
1021855,GOOCHLAND COUNTY SHERIFFS OFFICE,"2938 RIVER ROAD WEST, BUILDING G",SHERIFF'S OFFICE,1840026810
1013419,HASBROUCK HEIGHTS POLICE DEPARTMENT,248 HAMILTON AVENUE,LOCAL POLICE DEPARTMENT,1840003558
1013633,BOROUGH OF PINE BEACH POLICE DEPARTMENT,599 PENNSYLVANIA AVENUE,LOCAL POLICE DEPARTMENT,1840001484
1023482,WEST VIRGINIA STATE POLICE DEPARTMENT HEADQUARTERS,725 JEFFERSON ROAD,PRIMARY STATE AGENCY,1840006200
1013711,SOUTH RIVER POLICE DEPARTMENT,61 MAIN STREET,LOCAL POLICE DEPARTMENT,1840001335
1010423,BREITUNG TOWNSHIP POLICE DEPARTMENT,39 1ST AVENUE,LOCAL POLICE DEPARTMENT,1840025244
1010134,ELMORE POLICE DEPARTMENT,201 EAST WILLIS STREET,LOCAL POLICE DEPARTMENT,1840007945
1012470,TABOR CITY POLICE DEPARTMENT,1108 EAST 5TH STREET,LOCAL POLICE DEPARTMENT,1840016665
1011779,LIVINGSTON POLICE DEPARTMENT,414 EAST CALLENDER STREET,LOCAL POLICE DEPARTMENT,1840019906
1010678,EMINENCE POLICE DEPARTMENT,204 MAIN STREET,LOCAL POLICE DEPARTMENT,1840008758
1021574,MONTICELLO POLICE DEPARTMENT,33 NORTH 100 EAST,LOCAL POLICE DEPARTMENT,1840020257
1010543,BOLIVAR POLICE DEPARTMENT,345 SOUTH MAIN AVENUE,LOCAL POLICE DEPARTMENT,1840007578
1010293,MOOSE LAKE POLICE DEPARTMENT,600 STATE HIGHWAY 73,LOCAL POLICE DEPARTMENT,1840007743
1021860,GRUNDY POLICE DEPARTMENT,1185 PLAZA DRIVE,LOCAL POLICE DEPARTMENT,1840006429
1010345,PILLAGER CITY POLICE DEPARTMENT,308 ELM AVENUE WEST,LOCAL POLICE DEPARTMENT,1840008836
1022789,BROWN COUNTY SHERIFF,300 EAST WALNUT STREET,SHERIFF'S OFFICE,1840002344
1016150,SENECA COUNTY SHERIFFS OFFICE / SENECA COUNTY JAIL,3040 SOUTH STATE HIGHWAY 100,SHERIFF'S OFFICE,1840000821
1023246,BURNSVILLE POLICE DEPARTMENT,106 MUNICIPAL STREET,LOCAL POLICE DEPARTMENT,1840006115
1023403,MOUNT HOPE POLICE DEPARTMENT,609 MAIN STREET,LOCAL POLICE DEPARTMENT,1840006296
1019498,NOLENSVILLE POLICE DEPARTMENT,"7218 NOLENSVILLE ROAD, SUITE 103",LOCAL POLICE DEPARTMENT,1840016219
1013529,MONMOUTH BEACH POLICE DEPARTMENT,14 WILLOW AVENUE,LOCAL POLICE DEPARTMENT,1840001364
1019268,GALLATIN POLICE DEPARTMENT,130 WEST FRANKLIN STREET,LOCAL POLICE DEPARTMENT,1840013295
1015294,BETTSVILLE POLICE DEPARTMENT,308 EMMA STREET,LOCAL POLICE DEPARTMENT,1840011718
1015904,NEW RICHMOND POLICE DEPARTMENT,102 WILLOW STREET,LOCAL POLICE DEPARTMENT,1840012709
1015269,BEACH CITY POLICE DEPARTMENT,302 NORTH CHURCH AVENUE,LOCAL POLICE DEPARTMENT,1840011909
1015316,BREWSTER POLICE DEPARTMENT,145 WEST FIRST STREET,LOCAL POLICE DEPARTMENT,1840010351
1012514,WEST JEFFERSON POLICE DEPARTMENT,1 SOUTH JEFFERSON AVENUE,LOCAL POLICE DEPARTMENT,1840016029
1016276,WOODVILLE POLICE DEPARTMENT,219 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840011602
1019619,CANNON COUNTY SHERIFFS DEPARTMENT / CANNON COUNTY JAIL,110 ALEXANDER DRIVE,SHERIFF'S OFFICE,1840016243
1012303,CATAWBA COUNTY SHERIFFS OFFICE / CATAWBA COUNTY JAIL,"100 SOUTHWEST BOULEVARD, UNIT B",SHERIFF'S OFFICE,1840014523
1010360,RED LAKE POLICE DEPARTMENT,205060 STATE HIGHWAY 1 EAST,LOCAL POLICE DEPARTMENT,1840003994
1013691,SEASIDE HEIGHTS POLICE DEPARTMENT,116 SHERMAN AVENUE,LOCAL POLICE DEPARTMENT,1840001487
1019127,ATOKA POLICE DEPARTMENT,334 ATOKA MUNFORD AVENUE,LOCAL POLICE DEPARTMENT,1840015416
1019570,SPENCER POLICE DEPARTMENT,119 SPRING STREET,LOCAL POLICE DEPARTMENT,1840017790
1010638,CITY OF CRANE POLICE DEPARTMENT,120 NORTH COMMERCE STREET,LOCAL POLICE DEPARTMENT,1840007651
1011724,CONRAD CITY POLICE DEPARTMENT,411 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840018371
1016269,WINDHAM POLICE DEPARTMENT,9621 EAST CENTER STREET,LOCAL POLICE DEPARTMENT,1840011676
1021533,GUNNISON POLICE DEPARTMENT,38 WEST CENTER STREET,LOCAL POLICE DEPARTMENT,1840037159
1010999,CITY OF PARMA POLICE DEPARTMENT,103 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840009941
1016526,KAW NATION POLICE DEPARTMENT,698 GRANDVIEW DRIVE,LOCAL POLICE DEPARTMENT,1840018981
1012668,NORTHWOOD POLICE DEPARTMENT,12 NORTH RAYMOND STREET,LOCAL POLICE DEPARTMENT,1840000106
1011800,CARBON COUNTY SHERIFFS OFFICE,102 NORTH BROADWAY AVENUE,SHERIFF'S OFFICE,1840019946
1011927,CASWELL BEACH POLICE DEPARTMENT,1100 CASWELL BEACH ROAD,LOCAL POLICE DEPARTMENT,1840016684
1012221,FRANKLIN COUNTY SHERIFFS OFFICE / FRANKLIN COUNTY DETENTION CENTER,285 T KEMP ROAD,SHERIFF'S OFFICE,1840016116
1012111,HAMLET POLICE DEPARTMENT,201 MAIN STREET,LOCAL POLICE DEPARTMENT,1840013516
1010895,MARBLE HILL POLICE DEPARTMENT,302 UNION STREET,LOCAL POLICE DEPARTMENT,1840008738
1022287,CONNELL POLICE DEPARTMENT,104 EAST ADAMS STREET,LOCAL POLICE DEPARTMENT,1840018479
1022284,COLVILLE POLICE DEPARTMENT,147 EAST ASTOR AVENUE,LOCAL POLICE DEPARTMENT,1840018361
1010716,GALENA POLICE DEPARTMENT,111 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840008794
1012141,HOLLY RIDGE POLICE DEPARTMENT,313 SOUND ROAD,LOCAL POLICE DEPARTMENT,1840016531
1015828,MEDINA TOWNSHIP POLICE DEPARTMENT,3801 HUFFMAN ROAD,LOCAL POLICE DEPARTMENT,1840003486
1022782,GILMAN POLICE DEPARTMENT,115 EAST DAVLIN STREET,LOCAL POLICE DEPARTMENT,1840001569
1015712,KENT POLICE DEPARTMENT,319 SOUTH WATER STREET,LOCAL POLICE DEPARTMENT,1840008256
1010660,RIPLEY COUNTY SHERIFFS DEPARTMENT,301 NORTH LAFAYETTE STREET,SHERIFF'S OFFICE,1840007658
1022976,NEW LISBON POLICE DEPARTMENT,218 EAST BRIDGE STREET,LOCAL POLICE DEPARTMENT,1840002232
1011181,SUNRISE BEACH POLICE DEPARTMENT,"17019 STATE HIGHWAY 5, SUITE D",LOCAL POLICE DEPARTMENT,1840012920
1010508,AUXVASSE POLICE DEPARTMENT,104 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840007416
1010932,MOREHOUSE POLICE DEPARTMENT,113 BEECH STREET,LOCAL POLICE DEPARTMENT,1840008804
1012291,TOWN OF NASHVILLE POLICE DEPARTMENT,501 SOUTH BARNES STREET,LOCAL POLICE DEPARTMENT,1840016167
1016265,WILMINGTON POLICE DEPARTMENT,69 NORTH SOUTH STREET,LOCAL POLICE DEPARTMENT,1840010630
1010904,MARTHASVILLE POLICE DEPARTMENT,402 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840008566
1010358,RANDALL POLICE DEPARTMENT,501 PACIFIC STREET,LOCAL POLICE DEPARTMENT,1840008865
1023657,WORLAND POLICE DEPARTMENT,100 NORTH 10TH STREET,LOCAL POLICE DEPARTMENT,1840021266
1011709,GALLATIN COUNTY SHERIFFS OFFICE,"615 SOUTH 16TH AVENUE, ROOM 22",SHERIFF'S OFFICE,1840018509
1010621,HENRY COUNTY SHERIFFS OFFICE,100 WEST FRANKLIN STREET,SHERIFF'S OFFICE,1840007492
1015608,GALION POLICE DEPARTMENT,301 HARDING WAY EAST,LOCAL POLICE DEPARTMENT,1840002752
1015398,DELHI TOWNSHIP POLICE DEPARTMENT,934 NEEB ROAD,LOCAL POLICE DEPARTMENT,1840003814
1010749,CASS COUNTY SHERIFFS OFFICE / CASS COUNTY JAIL / CASS COUNTY JUVENILE CENTER,"2501 WEST WALL STREET, SUITE 100",SHERIFF'S OFFICE,1840007464
1010131,SHERBURNE COUNTY SHERIFFS DEPARTMENT / SHERBURNE COUNTY JAIL,"13880 UNITED STATES HIGHWAY 10, SHERBURNE COUNTY GOVERNMENT CENTER",SHERIFF'S OFFICE,1840007794
1022344,COWLITZ COUNTY SHERIFFS OFFICE,"312 SOUTHWEST FIRST AVENUE, HALL OF JUSTICE BUILDING, 1ST FLOOR",SHERIFF'S OFFICE,1840018503
1012694,MCKENZIE COUNTY SHERIFFS DEPARTMENT,201 5TH STREET NORTHWEST,SHERIFF'S OFFICE,1840001892
1015423,WOODLAWN POLICE DEPARTMENT,10143 WOODLAWN BOULEVARD,LOCAL POLICE DEPARTMENT,1840003814
1015439,CUYAHOGA COUNTY SHERIFFS OFFICE / CUYAHOGA COUNTY CORRECTIONAL CENTER,1215 WEST 3RD STREET,SHERIFF'S OFFICE,1840000596
1016425,DISNEY POLICE DEPARTMENT,322 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840021660
1015425,CIRCLEVILLE POLICE DEPARTMENT,151 EAST FRANKLIN STREET,LOCAL POLICE DEPARTMENT,1840007317
1015402,GOLF MANOR POLICE DEPARTMENT,6450 WIEHE ROAD,LOCAL POLICE DEPARTMENT,1840003814
1015978,PAULDING COUNTY SHERIFFS OFFICE,500 EAST PERRY STREET,SHERIFF'S OFFICE,1840011727
1014061,WESTERN SHOSHONE DEPARTMENT OF PUBLIC SAFETY,1509 SHOSHONE CIRCLE,LOCAL POLICE DEPARTMENT,1840020120
1015260,BALTIMORE POLICE DEPARTMENT,416 WEST MARKET STREET,LOCAL POLICE DEPARTMENT,1840012468
1016142,SYCAMORE POLICE DEPARTMENT,132 NORTH SYCAMORE AVENUE,LOCAL POLICE DEPARTMENT,1840011889
1014147,YERINGTON POLICE DEPARTMENT,30 NEVIN WAY,LOCAL POLICE DEPARTMENT,1840021443
1023325,HARPERS FERRY-BOLIVAR POLICE DEPARTMENT,1000 WASHINGTON STREET,LOCAL POLICE DEPARTMENT,1840005758
1022894,MANAWA POLICE DEPARTMENT,500 SOUTH BRIDGE STREET,LOCAL POLICE DEPARTMENT,1840002359
1010284,MINNEOTA POLICE DEPARTMENT,129 EAST 1ST STREET,LOCAL POLICE DEPARTMENT,1840007880
1022955,MOUNT HOREB POLICE DEPARTMENT,222 EAST FRONT STREET,LOCAL POLICE DEPARTMENT,1840002921
1010244,ROCK COUNTY SHERIFFS OFFICE,1000 NORTH BLUE MOUND AVENUE,SHERIFF'S OFFICE,1840008995
1023200,WOODRUFF POLICE DEPARTMENT,1418 1ST AVENUE,LOCAL POLICE DEPARTMENT,1840025295
1019071,MCCOOK COUNTY SHERIFFS DEPARTMENT,130 EAST ESSEX AVENUE,SHERIFF'S OFFICE,1840002655
1016323,APACHE POLICE DEPARTMENT,102 EAST EVANS AVENUE,LOCAL POLICE DEPARTMENT,1840021763
1019039,MILLER POLICE DEPARTMENT,120 WEST 1ST STREET,LOCAL POLICE DEPARTMENT,1840002281
1023188,WILD ROSE POLICE DEPARTMENT,500 MAIN STREET,LOCAL POLICE DEPARTMENT,1840002236
1016386,CHEROKEE POLICE DEPARTMENT,121 NORTH GRAND AVENUE,LOCAL POLICE DEPARTMENT,1840018979
1016437,EAKLY POLICE DEPARTMENT,305 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840021765
1022611,BANGOR POLICE DEPARTMENT,100 17TH AVENUE NORTH,LOCAL POLICE DEPARTMENT,1840002578
1022586,ALGOMA POLICE DEPARTMENT,416 FREMONT STREET,LOCAL POLICE DEPARTMENT,1840001567
1019030,BENNETT COUNTY SHERIFF OFFICE,201 STATE STREET,SHERIFF'S OFFICE,1840002892
1019087,STURGIS POLICE DEPARTMENT,1400 MAIN STREET,LOCAL POLICE DEPARTMENT,1840002174
1022752,EVANSVILLE POLICE DEPARTMENT,535 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840002469
1022751,ETTRICK POLICE DEPARTMENT,22864 NORTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840002390
1022786,GRAFTON POLICE DEPARTMENT,1981 WASHINGTON STREET,LOCAL POLICE DEPARTMENT,1840002823
1022895,MANITOWOC COUNTY SHERIFFS DEPARTMENT / MANITOWOC COUNTY JAIL / MANITOWOC JUVENILE DETENTION,1025 SOUTH 9TH STREET,SHERIFF'S OFFICE,1840002213
1012786,GERING POLICE DEPARTMENT,1025 P STREET,LOCAL POLICE DEPARTMENT,1840008139
1010475,WHITE BEAR LAKE POLICE DEPARTMENT,4701 NORTH UNITED STATES HIGHWAY 61,LOCAL POLICE DEPARTMENT,1840010005
1023110,STRATFORD POLICE DEPARTMENT,265 NORTH THIRD AVENUE,LOCAL POLICE DEPARTMENT,1840002162
1019040,CITY OF MISSION POLICE DEPARTMENT,121 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840002894
1012736,BROKEN BOW POLICE DEPARTMENT,116 SOUTH 11TH AVENUE,LOCAL POLICE DEPARTMENT,1840003347
1012737,CUSTER COUNTY SHERIFF OFFICE / CUSTER COUNTY JAIL,116 SOUTH 11TH AVENUE,SHERIFF'S OFFICE,1840003347
1012924,STANTON COUNTY SHERIFFS OFFICE,804 IVY STREET,SHERIFF'S OFFICE,1840009192
1012917,SIDNEY POLICE DEPARTMENT,1715 ILLINOIS STREET,LOCAL POLICE DEPARTMENT,1840009309
1018976,CORSICA POLICE DEPARTMENT,355 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840000362
1012775,JEFFERSON COUNTY SHERIFFS OFFICE / JEFFERSON COUNTY JAIL,"606 3RD STREET, JEFFERSON COUNTY LAW ENFORCEMENT BUILDING",SHERIFF'S OFFICE,1840008368
1016468,TILLMAN COUNTY LAW ENFORCEMENT,1200 SOUTH MAIN STREET,SHERIFF'S OFFICE,1840020527
1016339,BARNSDALL POLICE DEPARTMENT,404 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840018975
1018451,POLICIA MUNICIPAL DE LARES,CARRETERA 111 RAMAL,LOCAL POLICE DEPARTMENT,1630035500
1011821,MADISON COUNTY SHERIFFS DEPARTMENT / MADISON COUNTY JAIL,100 WALLACE STREET,SHERIFF'S OFFICE,1840022337
1001575,FOOTHILL - DE ANZA COMMUNITY COLLEGE DISTRICT POLICE DEPARTMENT - DE ANZA CAMPUS SUBSTATION,"21250 STEVENS CREEK BOULEVARD, HINSON CAMPUS CENTER, LOWER LEVEL",SPECIAL JURISDICTION,1840018950
1001989,SONOMA COUNTY JUNIOR COLLEGE DISTRICT POLICE DEPARTMENT - PETALUMA CAMPUS,"680 SONOMA MOUNTAIN PARKWAY, JACOBS HALL",SPECIAL JURISDICTION,1840020244
1001724,SAN DIEGO COUNTY SHERIFFS DEPARTMENT - IMPERIAL BEACH STATION,845 IMPERIAL BEACH BOULEVARD,SHERIFF'S OFFICE,1840019353
1002135,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - SAN DIEGO COAST DISTRICT,4477 PACIFIC HIGHWAY,PRIMARY STATE AGENCY,1840021990
1002288,PORT OF STOCKTON PORT POLICE DEPARTMENT - SUBSTATION,"WEST FYFFE STREET, BUILDING 315",LOCAL POLICE DEPARTMENT,1840021517
1001678,CITRUS COMMUNITY COLLEGE SECURITY DEPARTMENT,"1000 WEST FOOTHILL BOULEVARD, HANDY CAMPUS CENTER",SPECIAL JURISDICTION,1840020484
1002383,ALL PHASE SECURITY-PORT OF SACRAMENTO,2895 INDUSTRIAL BOULEVARD,LOCAL POLICE DEPARTMENT,1840021483
1001805,LOS ANGELES CITY HOUSING AUTHORITY - PUBLIC SAFETY,2600 WILSHIRE BOULEVARD,SPECIAL JURISDICTION,1840020491
1002146,SAN DIEGO POLICE DEPARTMENT - SOUTHEASTERN DIVISION,7222 SKYLINE DRIVE,LOCAL POLICE DEPARTMENT,1840021990
1002144,SAN DIEGO POLICE DEPARTMENT - NORTHEASTERN DIVISION,13396 SALMON RIVER ROAD,LOCAL POLICE DEPARTMENT,1840021990
1001526,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - CHINO HILLS STATION,14077 PEYTON DRIVE,SHERIFF'S OFFICE,1840019115
1002093,SACRAMENTO COUNTY SHERIFFS DEPARTMENT - AIRPORT DIVISION,"6900 AIRPORT BOULEVARD, AIRPORT ADMINISTRATION BUILDING - ROOM 112",SHERIFF'S OFFICE,1840021491
1002023,CALIFORNIA HIGHWAY PATROL - RANCHO CUCAMONGA,9530 PITTSBURGH AVENUE,PRIMARY STATE AGENCY,1840020411
1001460,SAN BERNARDINO COUNTY SHERIFFS DEPARTMENT - BARSTOW STATION,225 EAST MOUNTAIN VIEW STREET,SHERIFF'S OFFICE,1840019118
1002015,CALIFORNIA HIGHWAY PATROL - PORTERVILLE AREA,861 WEST MORTON AVENUE,PRIMARY STATE AGENCY,1840020368
1002324,VENTURA COUNTY SHERIFFS DEPARTMENT - EAST COUNTY PATROL SERVICES,2101 EAST OLSEN ROAD,SHERIFF'S OFFICE,1840021844
1002089,LOS RIOS POLICE DEPARTMENT - COSUMNES RIVER COLLEGE,8401 CENTER PARKWAY,SPECIAL JURISDICTION,1840021491
1001597,ALAMEDA COUNTY SHERIFFS DEPARTMENT - DUBLIN POLICE SERVICES,100 CIVIC PLAZA,SHERIFF'S OFFICE,1840018916
1002069,KERN COUNTY SHERIFFS OFFICE - ROSAMOND SUBSTATION,1379 SIERRA HIGHWAY,SHERIFF'S OFFICE,1840019140
1001732,INGLEWOOD UNIFIED SCHOOL DISTRICT POLICE DEPARTMENT,10500 SOUTH YUKON AVENUE,SPECIAL JURISDICTION,1840019237
1001767,LAFAYETTE POLICE DEPARTMENT,"3675 MOUNT DIABLO BOULEVARD, SUITE 130",LOCAL POLICE DEPARTMENT,1840020284
1001851,MARTINEZ DETENTION FACILITY,1000 WARD STREET,LOCAL POLICE DEPARTMENT,1840020278
1002112,CALAVERAS COUNTY JAIL,891 MOUNTAIN RANCH ROAD,LOCAL POLICE DEPARTMENT,1840018868
1001850,CONTRA COSTA COUNTY SHERIFFS OFFICE - FIELD OPERATIONS,1980 MUIR ROAD,SHERIFF'S OFFICE,1840020278
1002211,CONTRA COSTA COMMUNITY COLLEGE DISTRICT POLICE - CONTRA COSTA COLLEGE CAMPUS SUBSTATION,2600 MISSION BELL DRIVE,SPECIAL JURISDICTION,1840021529
1001582,DANVILLE POLICE DEPARTMENT,510 LA GONDA WAY,LOCAL POLICE DEPARTMENT,1840021532
1001984,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - INLAND EMPIRE DISTRICT,17801 LAKE PERRIS DRIVE,PRIMARY STATE AGENCY,1840020557
1001885,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - MONTEREY DISTRICT,2211 GARDEN ROAD,PRIMARY STATE AGENCY,1840020358
1002170,SAN FRANCISCO POLICE DEPARTMENT - TARAVAL STATION,2345 24TH AVENUE,LOCAL POLICE DEPARTMENT,1840021543
1002168,SAN FRANCISCO POLICE DEPARTMENT - RICHMOND STATION,461 6TH AVENUE,LOCAL POLICE DEPARTMENT,1840021543
1002171,SAN FRANCISCO POLICE DEPARTMENT - TENDERLOIN STATION,301 EDDY STREET,LOCAL POLICE DEPARTMENT,1840021543
1002151,UNIVERSITY OF SAN DIEGO PUBLIC SAFETY DEPARTMENT,"MORRIS DRIVE, HUGHES HALL BUILDING",SPECIAL JURISDICTION,1840021990
1002322,SAN LUIS OBISPO COUNTY SHERIFFS DEPARTMENT - NORTH STATION,356 NORTH MAIN STREET,SHERIFF'S OFFICE,1840019127
1002372,CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION - WASCO STATE PRISON RECEPTION CENTER,701 SCOFIELD AVENUE,PRIMARY STATE AGENCY,1840021738
1001753,CALIFORNIA HIGHWAY PATROL,2 BROADWAY CIRCLE,PRIMARY STATE AGENCY,1840020360
1001909,NAPA COUNTY DEPARTMENT OF CORRECTIONS,1125 3RD STREET,SPECIAL JURISDICTION,1840020241
1002038,CALIFORNIA HIGHWAY PATROL - GARBERVILLE,30 WEST COAST ROAD,PRIMARY STATE AGENCY,1840018717
1001670,HUMBOLDT COUNTY SHERIFFS - GARBERVILLE STATION,648 LOCUST STREET,SHERIFF'S OFFICE,1840009251
1002341,CALIFORNIA HIGHWAY PATROL,540 SOUTH ORCHARD AVENUE,PRIMARY STATE AGENCY,1840021420
1001858,HUMBOLDT COUNTY SHERIFFS - MCKINLEYVILLE STATION,1608 PICKETT ROAD,SHERIFF'S OFFICE,1840017485
1001498,CALIFORNIA HIGHWAY PATROL - CALEXICO INSPECTION FACILITY,1700 EAST CARR ROAD,PRIMARY STATE AGENCY,1840019379
1002326,CALIFORNIA HIGHWAY PATROL - SOUTH LOS ANGELES,19700 HAMILTON AVENUE,PRIMARY STATE AGENCY,1840021873
1001484,CALIFORNIA HIGHWAY PATROL - BRIDGEPORT AREA 820,125 MAIN STREET,PRIMARY STATE AGENCY,1840022496
1001645,MENDOCINO COUNTY SHERIFFS DEPARTMENT - FORT BRAGG SUBSTATION,700 SOUTH FRANKLIN STREET,SHERIFF'S OFFICE,1840020189
1001651,CALIFORNIA HIGHWAY PATROL - NIMITZ INSPECTION FACILITY,4416 INTERSTATE HIGHWAY 880,PRIMARY STATE AGENCY,1840020292
1002299,CALIFORNIA HIGHWAY PATROL - MISSION GRADE INSPECTION FACILITY,4751 INTERSTATE HIGHWAY 680,PRIMARY STATE AGENCY,1840018915
1002169,SAN FRANCISCO POLICE DEPARTMENT - SOUTHERN STATION,850 BRYANT STREET,LOCAL POLICE DEPARTMENT,1840021543
1002329,CALIFORNIA HIGHWAY PATROL - TRACY,385 WEST GRANT LINE ROAD,PRIMARY STATE AGENCY,1840021518
1001922,SANTA BARBARA COUNTY SHERIFFS DEPARTMENT - NEW CUYAMA SUBSTATION,70 NEWSOME STREET,SHERIFF'S OFFICE,1840024984
1002156,CALIFORNIA HIGHWAY PATROL - SAN FRANCISCO,455 8TH STREET,PRIMARY STATE AGENCY,1840021543
1002194,SANTA CLARA SHERIFFS OFFICE - TRANSIT PATROL DIVISION,3331 NORTH 1ST STREET,SHERIFF'S OFFICE,1840021570
1002411,CALIFORNIA HIGHWAY PATROL - YREKA AREA 145,1739 SOUTH MAIN STREET,PRIMARY STATE AGENCY,1840021320
1001900,CALIFORNIA HIGHWAY PATROL - DUNSMUIR GRADE INSPECTION FACILITY 147,1001 INTERSTATE HIGHWAY 5 SOUTH,PRIMARY STATE AGENCY,1840020106
1002164,SAN FRANCISCO POLICE DEPARTMENT - INGLESIDE STATION,1 SERGEANT JOHN V YOUNG LANE,LOCAL POLICE DEPARTMENT,1840021543
1001466,LOS ANGELES COUNTY SHERIFFS DEPARTMENT - BELLFLOWER SUBSTATION,16615 BELLFLOWER BOULEVARD,SHERIFF'S OFFICE,1840019230
1001476,HUMBOLDT COUNTY SHERIFFS - BLUE LAKE STATION,111 GREENWOOD AVENUE,SHERIFF'S OFFICE,1840010232
1001802,CALIFORNIA HIGHWAY PATROL - CENTRAL LOS ANGELES STATION,777 WEST WASHINGTON BOULEVARD,PRIMARY STATE AGENCY,1840020491
1001443,BAKERSFIELD POLICE DEPARTMENT - WESTSIDE SUBSTATION,1301 BUENA VISTA ROAD,LOCAL POLICE DEPARTMENT,1840019148
1002320,LOS ANGELES COUNTY SHERIFFS DEPARTMENT - TEMPLE STATION,8838 EAST LAS TUNAS DRIVE,SHERIFF'S OFFICE,1840021872
1001889,CALIFORNIA HIGHWAY PATROL - EAST LOS ANGELES,1601 CORPORATE CENTER DRIVE,PRIMARY STATE AGENCY,1840020500
1002276,SONOMA COUNTY SHERIFFS DEPARTMENT - SONOMA VALLEY SUBSTATION,810 GROVE STREET,SHERIFF'S OFFICE,1840021490
1002323,CONEJO INSPECTION FACILITY,4001 UNITED STATES HIGHWAY 101,LOCAL POLICE DEPARTMENT,1840021844
1001636,FILLMORE POLICE DEPARTMENT,524 SESPE AVENUE,LOCAL POLICE DEPARTMENT,1840020471
1001834,MADERA JUVENILE BOOT CAMP,28281 AVENUE 14,LOCAL POLICE DEPARTMENT,1840020300
1001821,LOS ANGELES POLICE DEPARTMENT - WILSHIRE COMMUNITY POLICE STATION,4861 WEST VENICE BOULEVARD,LOCAL POLICE DEPARTMENT,1840020491
1002399,WINDSOR POLICE DEPARTMENT,"9291 OLD REDWOOD HIGHWAY, BUILDING 300 SUITE B",LOCAL POLICE DEPARTMENT,1840022484
1002376,CALIFORNIA HIGHWAY PATROL - TRINITY RIVER AREA,1511 MAIN STREET,PRIMARY STATE AGENCY,1840018721
1002332,CALIFORNIA HIGHWAY PATROL - DONNER PASS INSPECTION FACILITY 223,12800 INTERSTATE HIGHWAY 80,PRIMARY STATE AGENCY,1840022462
