fire_emergency_id,name,address,city_id
2125440,Moultrie Fire Department Station 3,815 State Highway 133,1840014977
2125448,Carpinteria Summerland Fire District Station 2,2375 Lillie Avenue,1840019188
2125454,North River Fire District Station 4,7498 US Highway 301 North,1840013124
2125458,Poplar Volunteer Fire Department,4932 South Village Road,1840003912
2125462,Milpitas Fire Department Station 4,775 Barber Lane,1840020329
2125483,Mission Fire Department Central Station,415 West Tom Landry Street,1840021026
2125493,Mount Enterprise Fire Department,103 West Gregg Street,1840020768
2125518,Wilmar Volunteer Fire Department,3825 Bodega Avenue,1840020244
2125523,Houston Fire Department Station 47,2615 Tidewater Drive,1840020925
2125527,Houston Fire Department Station 48,11616 Chimney Rock Road,1840020925
2125529,Austin Straubel International Airport Fire Department,2077 Airport Drive,1840002344
2125534,SFC Edward C. Kramer Fire Station,1303d Major Port Command,1840015582
2125535,Rockdale County Fire Department Station 9,2009 Walker Road,1840014806
2125541,Chino Valley Fire District Station 62,5551 Butterfield Ranch Road,1840019115
2125557,Ewell Fire Department,2215 State Highway 27 East,1840005283
2125558,Farmington Hills Fire Department Station 2,28225 Middlebelt Road,1840002442
2125574,Oakland Fire Department Station 27,8501 Pardee Drive,1840020296
2125589,Henry County Fire Department Station 11,792 Flat Rock Road,1840015707
2125620,Coats Rural Fire Department,309 Main Street,1840007581
2125628,Sandy Rural Fire Protection District 72 - Station 73,13120 Southeast Ten Eyck Road,1840021217
2125639,Wilson County Rural Fire District Station 13,8740 1500 Road,1840001693
2125649,Lorain Volunteer Fire Department,252 345th Avenue,1840002048
2125660,Akron - Columbia - Wisner Township Unionville Fire Department,6456 Merry Street,1840010975
2125661,Holley Navarre Reserve Engine Fire Station 44,Bob Tolbert Road,1840027017
2125671,Nile - Cliffdell Fire and Rescue District 14,13670 State Highway 410,1840022318
2125685,Lake Logan Cecil Volunteer Fire Department,4291 Lake Logan Road,1840015395
2125690,Fallsburg Fire Department,17 Lake Street,1840004788
2125696,Kentucky 86 Fire Department,2982 Hardinsburg Road,1840026798
2125703,North Kitsap Fire and Rescue Station 85,23260 South Kingston Road,1840017338
2125710,Georgia Forestry Commission - Newton Fire Station,2707 Access Road,1840014808
2125726,Saint Tammany Parish Fire District 1 Station 6,320 Marina Drive,1840015911
2125732,Allenspark Fire Department Station 3 - Meeker Park,Highway 7 and County Road 113,1840017526
2125735,State Park Place Fire Protection Department,3218 Arlington Street,1840007423
2125743,Tanner Volunteer Fire Department Station 2,15355 Huntsville Brownsferry Road,1840000935
2125775,Salt Lake City Fire Department Station 14,1560 Industrial Road,1840021383
2125796,North Montgomery County Fire Department Station 96,13259 Calvary Road,1840022175
2125797,North Syracuse Fire Department,109 Chestnut Street,1840004326
2125814,Bridgewater Fire Department and Emergency Medical Services,109 North Main Street,1840004898
2125835,Animas Volunteer Fire and Rescue Department Station 2,18 Ridgecrest Drive,1840025100
2125847,Eolia Community Fire Protection District Station 2,400 Highway Z,1840012732
2125870,Madison Fire Department Station 13,6350 Town Center Drive,1840002915
2125879,Corinth Fire Department Station 1,300 Childs Street,1840014638
2125924,Karnak Volunteer Fire Department,304 Washington Street,1840013023
2125930,North Ridgeville Fire Department,7000 Ranger Way,1840000645
2125936,Mifflin Township Fire Station 133,501 Beecher Road,1840008390
2125946,Whitman Fire District 14 Station 2,107 South Montgomery Street,1840022316
2125956,Lena Fire Department,405 West Railroad Street,1840011111
2125960,Thayer Fire Department,102 Front Street,1840009937
2125970,Dickinson Fire Department,25 2nd Avenue West,1840000192
2125976,Summit Fire and Medical District Station 33,6050 East Firehouse Lane,1840020335
2125986,Berlin Volunteer Fire Company - Station 600,214 North Main Street,1840006258
2125987,South Lexington Fire Department,2000 Cotton Grove Road,1840015360
2125997,Justin Fire Department,310 North Sealy Avenue,1840019388
2126007,Laredo Fire Department and Ambulance Service,203 East Main Street,1840008379
2126074,Richland Township Fire Department,3150 Market Street,1840012471
2126080,Lewisville Fire Department Station 6,2120 Midway Road,1840020639
2126083,Lynn Haven Fire Department Station 1,1412 Pennsylvania Avenue,1840015922
2126088,Croswell Fire Department,7 Croswell Road,1840002700
2126103,Lincolnway Fire Company - Station 505,300 East Berlin Road,1840001472
2126118,Willcox Fire Department Station 1,151 West Maley Avenue,1840022105
2126129,Marietta Fire Department Station 2,101 West Main Street,1840020561
2126162,Grant County Fire District 8 Station 81,20643 Road 22.5 Southwest,1840022292
2126187,Big Rapids Department of Public Safety Fire Station,435 North Michigan Avenue,1840002678
2126190,Superior Fire Department Station 3,2531 East 5th Street,1840038034
2126191,Ashland Volunteer Fire Department,101 East Mechanic Street,1840012415
2126202,Marksville Volunteer Fire Department,North Main Street,1840015878
2126224,Williamson County Rescue Squad Fire Station 14,508 West Main Street,1840013380
2126248,Milwaukee Fire Department Engine 24,4927 West Fiebrantz Avenue,1840003046
2126258,Novato Fire Protection District Station 61 - Redwood,7025 Redwood Boulevard,1840020260
2126265,Palmview Fire Department,400 West Veterans Boulevard,1840021026
2126312,Porter - Kingston Fire District,12844 Olive Green Road,1840003707
2126316,Sumter County Fire Department Station 1 Headquarters,210 Rucker Street,1840013841
2126323,Neptune City Fire Department,56 Laurel Avenue,1840003677
2126334,Keokuk Fire Department,111 South 13th Street,1840001036
2126344,San Antonio Fire Department Station 5,1011 Mason Street,1840022220
2126352,Putnam County Fire Department,117 Putnam Drive,1840013764
2126353,Barnsdall Rural Fire Department,412 South 5th Street,1840018975
2126358,Fairfield Volunteer Fire Department,413 1st Avenue South,1840021088
2126365,Dyersville Fire Department,1503 6th Street Southeast,1840008044
2126376,Halfway Volunteer Fire Department,801 West US Highway 70,1840020538
2126405,Laurens City Fire Department,411 Mill Street,1840014668
2126408,Lanark Fire Protection District,103 West Carroll Street,1840008128
2126414,Tamms Volunteer Fire Department,190 Railroad Street,1840013020
2126419,Arlington Volunteer Fire Department,647 Main Street,1840006888
2126430,Emory Volunteer Fire Department,101 West North Street,1840020721
2126457,Alexandria Fire Department Station 201 Old Town,317 Prince Street,1840003837
2126460,Bath Fire Department Station 40,121 Center Street,1840000967
2126479,Friedensburg Fire Company District 34 Station 1,1357 Long Run Road,1840005214
2126482,Goose Creek City Fire Department Fire Station 1,201 Button Hall Avenue,1840013761
2126488,Miami-Dade County Palmetto Bay Fire Rescue Station 62,14251 Old Cutler Road,1840018335
2126499,Jefferson Township Fire Company 2,736 State Highway 15,1840145177
2126505,Tift County Fire Rescue,340 Tifton - Eldorado Road,1840015863
2126537,Highlands Fire Department,17 - 1 Shore Drive,1840003688
2126543,Daytona Beach Fire Department Station 1,301 South Beach Street,1840015068
2126550,Jolly Volunteer Fire Department,192 Milton Street,1840019283
2126551,West Valley Fire District Grand Ronde Station,28480 McPherson Road,1840017424
2126554,Crescent Springs - Villa Hills Fire Department,777 Overlook Drive,1840014264
2126568,Fremont Fire Department,101 East Main Street,1840002680
2126571,Roland Fire Department,300 South Roland Road,1840021750
2126577,Houston County Fire Department Station 8,196 Moss Oaks Road,1840014885
2126594,Flower Mound Fire Department Station 6,6566 Stonecrest Road,1840022010
2126613,Bentonville Fire Department Station 6,3312 Southwest I Street,1840013319
2126617,Trough Creek Volunteer Fire Company Station 21,103 Seminary Street,1840001065
2126623,Harrison Township Volunteer Fire Department Station 2,26030 County Road 40,1840013733
2126632,Twin Lakes Volunteer Fire Department,245 County Road 4,1840003999
2126657,Attalla Fire Department Station 3,2017 South 3rd Street,1840013655
2126661,Embarrass Volunteer Fire Department,130 Depot Street,1840000310
2126674,Malvern Fire Department Central Station,1107 South Main Street,1840015563
2126678,Navy Regional Mid - Atlantic Fire and Emergency Services Station 4 Hampton Boulevard,8000 Hampton Boulevard,1840003869
2126681,Henrico County Fire Station 14,5210 Technology Boulevard,1840026826
2126689,Scott County Fire Department Station 4,3217 Newtown Pike,1840013197
2126692,Morris Plains Fire Department,531 Speedwell Avenue,1840003576
2126696,Marshall Township Volunteer Fire Department and Emergency Medical Services,75 Fire Barn Lane,1840007426
2126732,Crystal Fire Company Station 58 - 1,201 Bacon Street,1840003382
2126736,Scott Valley Fire Protection District Eastside Road,Eastside Road,1840020103
2126739,Sun Valley Fire Department Elkhorn Station,81 Elkhorn Road,1840021271
2126740,Cherokee Village Fire Department Waketa Station,79 West Waketa Drive,1840014446
2126749,Premont Volunteer Fire Department,215 Southwest 1st Street,1840021009
2126768,Kendall Valley Fire Battalion,2470 State Highway 352,1840017447
2126779,Jud Rural Fire Station,510 Ravely Street,1840000217
2126807,Allen Township Fire Department Station 45,3530 Howertown Road,1840000975
2126813,Rogers Fire Department Station 1,301 North 1st Street,1840014444
2126817,Rossiter Volunteer Fire Department Station 340,517 Central Street,1840005350
2126825,Newbern Volunteer Fire Department,5297 Wilderness Road,1840006468
2126828,Frontier Fire Department Hall 1,2176 Liberty Drive,1840000371
2126837,Orange County Fire Authority - Station 31,22426 Olympiad Road,1840020580
2126843,Flintville Volunteer Fire Rescue,244 Flintville Road,1840025830
2126854,Sims Community Rural Volunteer Fire Department,6217 US Highway 264 Alternate West,1840017785
2126855,Troy Fire Department Lansingburgh Station,557 5th Avenue,1840003087
2126878,Los Angeles County Fire Department Station 115,11317 Alondra Boulevard,1840020501
2126887,Clendenin Volunteer Fire Department,109 Maywood Avenue East,1840006205
2126897,Asheville Fire Department Station 4,9 Miller Road,1840013411
2126898,Riley County Fire District 1 Station 6,115 North Erpelding Road,1840008480
2126905,Rabbit Ear Fire Department Kenton Station,91 Dry Cimarron Highway,1840022633
2126909,Bear Lake Volunteer Fire Protection District Station 11,Nounan Road,1840020091
2126914,Pasadena Fire Department Station 38,1150 Linda Vista Avenue,1840020505
2126917,Iconium Fire Protection District Station 1,12715 Northeast State Highway C,1840009843
2126919,City of Downey Fire Department Station 3,9900 Paramount Boulevard,1840019245
2126920,Wittenburg Fire Department,77 Wittenburg Road,1840016220
2126928,Grant Township Fire District 1 Abilene Station,920 South Buckeye Avenue,1840001629
2126940,CAL Fire Station 31 - Felton,6059 State Highway 9,1840017651
2126950,Durhamville Volunteer Fire Department,5305 Church Street,1840026151
2126971,Bakersfield Volunteer Fire Department,110 Watertower Street,1840013060
2126981,Gerrish Township Fire Department / Emergency Medical Services,2997 East Higgins Lake Drive,1840010943
2127019,Augusta Fire Department Station 1,1 Broad Street,1840029462
2127021,Griffins Township Fire Department,5217 Fire Department Road,1840016206
2127046,Southwest Allen County Fire Station 1,7001 Old Trail Road,1840008261
2127070,Green Township Fire Department,9020 South 800 West,1840010394
2127073,Independent Hose Company Station 3,130 South Pennsylvania Avenue,1840000630
2127102,Tri - State Fire Protection District Station 3,10 S 110 South Madison Street,1840010168
2127111,Bono Fire Department Center Hill Station,7007 County Road 333,1840013396
2127140,Indian Peaks Fire Protection District Ward Station,112 Utica Street,1840022426
2127164,Ashland - Grant Volunteer Fire District,64 West State Road,1840002681
2127172,Walker County Emergency Services Fire Station 4,116 Hinkle Community Road,1840015530
2127177,Grant County Fire District 10 Station 3 Beverly,17474 Tacoma Street,1840037491
2127180,Keyser Volunteer Fire Department Station 1,180 West Piedmont Street,1840005723
2127208,Denver Fire Department Station 33 DIA Station 3,8882 Electra Street,1840018789
2127238,Bishop Fire Department - Station 2,3206 West Line Street,1840018955
2127243,Cow Creek Volunteer Fire Department Station 2,3406 State Highway 3385,1840014346
2127244,Easton Fire Protection District,Elijah Street and Woodward Street,1840008441
2127246,Bethlehem Township Fire Department Station 17,1919 8th Street,1840000986
2127263,Fitzgerald Fire Department Station 2,302 West Altamaha Street,1840013855
2127268,Greensboro Fire Department Station 2,5111 North Church Street,1840013356
2127279,Hanover Volunteer Fire Department,17294 US Highway 231,1840005393
2127283,Memphis Fire Station 35,3505 South Mendenhall Road,1840015457
2127286,San Rafael Fire Department Station 57,3530 Civic Center Drive,1840021513
2127292,Loxley Volunteer Fire Department,1051 Railroad Street,1840017123
2127305,South Floral Park Fire Department,383 Roquette Avenue,1840005327
2127316,Marion County Fire District 3 Ramona Fire Department,211 North D Street,1840009663
2127317,Memphis Fire Station 2,474 South Main Street,1840015457
2127321,Johnson Space Center White Sands Test Facility Fire Department,12600 NASA Road,1840020683
2127327,Odenton Volunteer Fire Department,1425 Annapolis Road,1840005912
2127348,Slater Marietta Fire Department Station 2,1030 Bates Crossing Road,1840015478
2127358,Aurora Fire Department,201 East Main Street,1840007326
2127362,Butterfield District 5 Volunteer Fire Department Dora Station,5102 Dora Road,1840015397
2127406,Titonka Volunteer Fire Department,250 Main Street North,1840010054
